id	filename	md5	size	state
56979a49-6887-44da-b47a-6f46063ac077	1f30bcf6-fe19-4265-bfe7-9da202f0f83f.rna_seq.star_gene_counts.tsv.gz	9cc16faffabe79ca3c00d9e478c84926	422056	released
f81e3ed0-ca77-4862-a436-1effe45f7ee8	b743daaf-7eea-4f17-83d0-92d8a6ba0a98.rna_seq.star_gene_counts.tsv.gz	7ce2f062f3d899f87f545834a87afa05	406651	released
20bc4525-e8d3-4224-bfbc-f9c06d07d2fc	11ee7939-20d9-4e6b-885a-7bf990f5ce39.FPKM-UQ.txt.gz	f4a6d857b4c90fa9b4ce9b1572421e35	394586	released
3d06c639-e5e1-4043-a48a-a66517199b5d	7fc46303-508e-461b-9e1f-95345e2b3039.FPKM-UQ.txt.gz	ab200b2ea7d7f40e0f502ad3779c68c9	437766	released
99f0664a-fcdd-4149-abf3-60b8aacd6149	5378b8cd-edfe-4f1e-b441-d6643078b8ca.FPKM.txt.gz	4b90acec410921ab532d28dc349a696b	321704	released
59f757e0-37d4-4a9c-a4a9-c84591b4c1cb	47ecc549-22f9-4aff-9d31-2130c6b46171.FPKM.txt.gz	420504d6c95d89156db97d1e388d15f5	302163	released
fc65778d-4c1d-4289-ae89-c88c6f726114	865f78c1-6345-4c9e-85ba-9a8a2fb39d2c.htseq_counts.txt.gz	9837363f31e791fd20fc4c60bedbeba5	247217	released
f00c7b85-71f4-491a-a95d-5802fdd69ebb	76c0088c-10f0-4090-8990-9ed5233e04fd.FPKM-UQ.txt.gz	b0500c759c664b927023f542e29433e7	414323	released
d6c50f23-0843-4bad-8582-3600f84bc2cd	19aa0de7-86bf-4954-b029-5b8c11810557.FPKM.txt.gz	f1a0202c31eead234579217fe2168be4	291012	released
e3dce780-818f-4f77-b0f1-ecfc1e8d4159	a06e3b37-438c-405b-8f0a-fd0cc4fb0976.FPKM-UQ.txt.gz	75bf4db85b2ad4f8aa31347b834321ae	424920	released
607d01c3-a7a2-49c5-88bb-0590f7501ffa	5ad725a8-0068-4cd2-9b6b-a56a51fff005.FPKM-UQ.txt.gz	5b31355875f1a7d8f862965f671ff766	413684	released
4f915f82-6790-4397-a1e4-f8fcd5596cb5	f9869c10-0dde-4051-9471-ab5676576d75.FPKM-UQ.txt.gz	6dea9fb819dc7b8d357cdba1074ee810	406687	released
c0698adb-0fca-490a-9390-6ad262ae14d9	51d680d1-6ec4-4ba1-b8cf-568b46e7fd7e.rna_seq.star_gene_counts.tsv.gz	54a4f26c21aab051991ccc12023e0eeb	402929	released
23cb13d8-1778-4223-8c9f-f68643083752	812add9f-15ba-46bb-8488-8bfec0626529.FPKM.txt.gz	779304532babada5f630f31649587902	301154	released
c7cdc110-9ae6-4400-9136-16a4ea6b0728	3eb27fe7-043e-4d97-8de7-db15773279d8.htseq_counts.txt.gz	780e716d36758a9b6fa569a4c2b0e997	246499	released
9ca98c00-8c31-46e0-87e7-8609b6aa7342	df251539-5b73-4bb5-af55-c03186f4f12e.FPKM.txt.gz	aafe48fee1025b2dd1ebda7e8deeb8d6	310174	released
459a421a-0815-4327-b84d-b2124385dfd7	85b41b77-2b48-48db-a7e6-83062b35c530.FPKM.txt.gz	b21d8d217b338491f93a4da55b876782	319610	released
7f3f7fae-bd43-45ba-bd37-beae7a34a124	44eeb075-2370-47ab-a635-e2ebd79f0392.rna_seq.star_gene_counts.tsv.gz	31d64dde2a35906215d02c937817ec80	405075	released
e8b158ed-ac3f-4682-9830-37f0f7f2e784	91578526-3971-4fd2-b9fb-bbd90f038958.htseq_counts.txt.gz	d0b005d45f9e21969394a2cd187ae7b9	249337	released
e585d237-4ebd-4898-9767-542d04f4e49d	a314b678-f774-4827-bd9a-60743e3c4a3d.FPKM.txt.gz	4f842d4168d3d851d9077e509097087c	328167	released
4254847e-87d5-4723-87d0-269e935c17b7	de0ed530-2e9f-4b36-8e35-131cc14a3357.FPKM.txt.gz	393d7380ca2c7683fc795481e58580ae	305621	released
978fa4f1-c23a-4739-8dee-3d9668d07f2f	b01e297a-9b23-4b18-a25e-6f56f883269c.rna_seq.star_gene_counts.tsv.gz	913244a2888050dd612fa6ab54dc82f9	386399	released
cc740d67-87c7-4a72-bef1-13f372eb0fbd	bcf3b6a7-699b-4d04-963f-5c01d5c930cb.FPKM.txt.gz	1a67f66cbc3cde35ede05cef7b64bbdc	315687	released
a7fa1cb8-ce6c-4b97-90ea-c43489ca2d2f	86df3e70-7800-4a0a-a1e4-342ba7bd9f57.htseq_counts.txt.gz	f09332033b89d05a685edd7bf072f4c0	245830	released
dd02f13d-1d7f-4d01-883b-1701775910aa	ceb11e44-f1fd-4f8f-86a5-b96e8c627af7.FPKM-UQ.txt.gz	cbc6df4dfd12fcfb29ec8eb7a1fff0dd	402727	released
e5c02cf5-7ee9-4cbb-b0c7-e4c8155b5e49	9765624f-199f-47fa-a27c-d7e345b986d0.FPKM.txt.gz	539b78b78f82a9ba68026e936bf33139	296575	released
5d4bb5ae-4112-4762-b8e8-10ea84189523	13f3d5a5-4eda-45de-86e5-5918870e0621.FPKM.txt.gz	9de2de127a3e4f37d7d08ada21b5fd60	366151	released
b75f8968-c333-4400-a26f-aa82e87c0a36	90d782c0-1eb4-403b-8db7-b58b32111264.rna_seq.star_gene_counts.tsv.gz	5c30b0d47a7f98a440caae992a5ba804	447759	released
427fe7ea-c3e9-425a-8cba-a79944867d86	0f47cba6-9b46-4622-8d2f-4a15ef4ec409.FPKM-UQ.txt.gz	d80ffb90abe7b42d9490ddb14c57f6ab	433314	released
24f8b386-c18f-4d19-9107-6e1325cb6ed5	3800fa14-2c51-47d8-bf05-d563f17518bf.rna_seq.star_gene_counts.tsv.gz	c475302dae73e3fad83a461302ec5fb7	405158	released
d7015d33-45c2-4920-a1e1-6f0f62f9be54	98088c46-f5e2-47ce-9dc6-5383fc76ae0e.htseq_counts.txt.gz	25e850c3342963b632e5671daf115970	246275	released
9f08d4cc-0294-436e-8fef-2272b3f0e283	c8122249-dc4c-4d58-af5b-40beda25ad5e.FPKM-UQ.txt.gz	856d77ce8cb872b4e1151706dad20604	428299	released
fa41da1d-9d52-4c51-875f-947a387362bd	4e9c9631-e52f-4485-81c2-4f140bec2655.rna_seq.star_gene_counts.tsv.gz	a3460ec0c7cb304b34f78746789fa033	411905	released
47454481-ac46-4353-a7a5-be8ce067584a	96665792-0aab-4bb0-958c-6f7235987e6d.htseq_counts.txt.gz	872a18d8daec53372f7c2c4e1879be2f	245872	released
9a1a334b-3414-42be-82b0-78b2e414d8a0	0bdd24f8-efec-4ca0-a0f6-bbbb5d8ea30b.FPKM-UQ.txt.gz	cdebf78997301a6e6bdffe45a22bf980	419594	released
8acc4680-9bdd-42cb-8d56-8ee6be8a4431	b9b52447-3f17-4d35-b6ff-5fa22cf42380.FPKM.txt.gz	82857dd1fba949b658361c96abfda0a4	325885	released
99ece8fb-790c-418c-9db6-189845e9ba1b	23ba5747-2ab1-4aaf-beec-9267ded1f550.htseq_counts.txt.gz	38f70f28993e54843180ab63a5d1fc5c	247023	released
f8468ad6-6747-4ecd-8fb4-5f5702fe80f3	a28539a2-b8f1-486d-93c4-beb1f886a86f.FPKM-UQ.txt.gz	261c02ad1be5a15ab25c312309e6dfe2	392496	released
d7327a06-8acb-43dc-a599-a1ba35c78402	26d524ce-a9cd-4b5f-886d-dbd66b112b8e.FPKM.txt.gz	c40abe4f81b377db4ac11aa4ca3bcd09	324565	released
a0a04fdd-d6d3-487d-a27a-abbe55afca73	b64b3434-967c-428a-8cfb-144d232d9995.FPKM.txt.gz	7cd6112e8128e89e2fafd5b5a21ec776	312964	released
406d33b2-c935-4352-ae63-823a5655884b	7d745171-d104-46e7-9ee4-e3ee1aeb7ca3.FPKM.txt.gz	e86b9bd538e5153bc6fd8a1af6bed83d	286016	released
226ed186-b090-42b7-a094-1723de90960b	fd199239-b0f4-414b-bf1f-97b8b26ab1b4.rna_seq.star_gene_counts.tsv.gz	d359db352f846bee031bc8df896f9b0a	410318	released
35d62332-aedc-43d1-9887-c422357599c1	79fb8993-aa9b-4ff6-8831-a576bc12c77e.FPKM-UQ.txt.gz	168ef49abacf516599aba907d4206494	421855	released
075adf0c-2f56-409d-8d8e-9082c5245590	07a65072-9ba6-456c-95e7-0522f11b5c67.htseq_counts.txt.gz	87b9c2a59625056b8d579fe9deebbb1a	251938	released
e4121f79-a146-4559-98b2-5f4004bbb3df	cc914b9e-1bc1-407f-ac7e-4b44cc1847bd.FPKM-UQ.txt.gz	dd2bc79b8d68a2d207349839a8767a73	396291	released
2547b1f0-dd4e-478d-8b3b-669ab0498047	d990b210-ae44-4c6a-bdd8-54ee771ed0cb.FPKM-UQ.txt.gz	0b3e9725aec5bb038cc0cfc6939699dc	431980	released
142e2631-e825-4bf0-8e71-833666ec18f5	604c6e4e-c493-4be3-8188-ff50d2e2843c.htseq_counts.txt.gz	58538809963fb6768493bbfffbd3a58a	250460	released
7562976c-b9b3-4cb2-bb85-a15da1175b32	d990b210-ae44-4c6a-bdd8-54ee771ed0cb.htseq_counts.txt.gz	a54a8dd4008647cd68c01bd018162f8c	253004	released
5fb1402a-1cce-4b76-8978-a0466de32831	90755d46-ecc9-436e-92de-221d5695e03c.FPKM.txt.gz	a7815bba0d791d7c5cd2e383340a7e20	322836	released
81b884b2-0217-4a85-8b13-15d132cd745e	36c79212-a657-459a-bbae-0a26cd2e352f.rna_seq.star_gene_counts.tsv.gz	a41ffb01b954eaaefbef7d502f7e4f99	452438	released
c7ed6937-dd43-49fd-8b0d-a9af0f1602ea	12943815-b681-438f-a084-d0c2fdf50dfb.htseq_counts.txt.gz	c6fffa7409a63f32d36b457ff30fa5af	242729	released
088a905b-5acd-492f-b718-cfd87731bc77	de0ed530-2e9f-4b36-8e35-131cc14a3357.FPKM-UQ.txt.gz	c079bd1bc90d6bfaf4816b29015fa9be	397680	released
3f311330-f9d1-4f82-8000-69948e845080	40a35939-09e3-4e1e-b98d-524a7733be1f.rna_seq.star_gene_counts.tsv.gz	e12c636b75c576ee65eb461d230c6469	405761	released
3bcbfa13-de2b-4684-ac55-d09d68fb6a34	7211cb00-d42c-4543-a446-9ad7b6ba7d1f.htseq_counts.txt.gz	60b747be876ffb053bd2f2b0484ab667	252947	released
37bf8e1d-9fd7-4b50-a40c-e5da5bbcdd77	d3a42801-8f3d-4d43-8e85-fd7cb2e43607.htseq_counts.txt.gz	a7776a642460db16ef1306f1bca444a4	249685	released
84bbf04d-cea8-4742-96ea-ec1ce8e7b435	46624f5c-6a72-4a1d-9bc0-997b151917d9.FPKM-UQ.txt.gz	5b0618c5cfb996940f52133b223429f8	416755	released
6a58572f-42a4-48d9-a31c-1fb8540d1ec5	739925f1-182e-4f41-8308-0307a6d5b7bd.rna_seq.star_gene_counts.tsv.gz	f24a321d8c2babb5bb617cf781d157d3	381853	released
74072369-a7cb-4ce0-ba1a-5e8d24759b53	67feb61a-87e7-4b3f-b436-c300f2a566a4.rna_seq.star_gene_counts.tsv.gz	8c8fc016ac8fc26bb17944643a4a9c05	429166	released
470e4060-6d82-4a23-b485-f12db7e40480	fd30b4d6-d743-43eb-9299-5ae3b908f037.rna_seq.star_gene_counts.tsv.gz	df0aa562d1f422a3d1ce40b11a790ddd	402449	released
1b6952e1-869b-4df1-98ab-1fb831d2c311	95e5b173-a9f4-439f-bde9-120cd9725334.FPKM-UQ.txt.gz	15555f607bf3897fd9fc642fe0cf4cee	395321	released
597c2f5c-f2ff-4e45-828d-b3b12780094d	b3d08b7b-78d2-4a86-83a4-471ab19e411d.htseq_counts.txt.gz	61c6303c8379e87ad0fd5bd11fb183bb	243824	released
1b63acff-1ddd-4412-8cab-87c9cf614996	04efdc79-4066-4e9e-bd3d-75fbe9f78df7.htseq_counts.txt.gz	fc05c9791748094ac42aa81d1ecf7552	243952	released
c859dd3c-23d5-4099-9cec-b492f606b302	3e78b738-2d8a-4c76-aa05-7d06745fb90b.FPKM-UQ.txt.gz	b6154b52a225b1f9d869a1ff3d89d1d6	407346	released
5ee2cf7f-30b0-4aa4-8911-104432852f50	d98e6338-f8d4-4194-b33f-5c27d622a0f6.FPKM.txt.gz	c67d48a19998e8648dfd392bab8f0cc1	320339	released
b8e1253a-b056-49a2-b3ab-5a67cbf00625	15eeced8-1403-4dc5-9c4a-26e86cf69901.FPKM.txt.gz	85f4481c79117a499fef06cc415f8ea7	302609	released
7ba4a691-f6af-437e-a127-b326f1895504	e8de5437-0b1e-4c3f-822a-03aed3a487b7.rna_seq.star_gene_counts.tsv.gz	2586f3c11c53577a99624439150e4054	390394	released
5e83d97c-8f81-4626-b59f-2952ac5f0ad5	97f1f92f-f9ae-44e7-9bae-9da529536c04.htseq_counts.txt.gz	ea47f1fa05e624e78deb83c474e52129	244828	released
d64d23b4-48a9-4cba-b16b-399572e7c5ed	d1cbc431-0f99-4345-970f-9f0f259c0c6f.FPKM.txt.gz	61b2da37b50be667bf6bd3fce610e0ac	314851	released
93545726-c17b-403c-8529-8e79d98a9d31	3bd8f196-1cd5-4586-9db2-12a936ca42ae.FPKM.txt.gz	a352918fd50c5efb207293d9d5644f78	322345	released
71ac8f58-c50f-4ea5-9efa-3ca198a1a282	b28185b9-4b67-447b-aba0-c78480a40db9.FPKM.txt.gz	8259c177c9ed83f8df79e244039e96e3	302301	released
823a97ab-6984-400e-b631-13895ba98934	331a8aaa-f139-4602-81a9-bf25decdcf5b.rna_seq.star_gene_counts.tsv.gz	19cdb244ba4437207ebcfc15467265a0	412872	released
6706a385-32ac-4e15-abcf-f33da760c4aa	814cb539-d32f-482b-aad2-d29477db6fdd.rna_seq.star_gene_counts.tsv.gz	4038be35ddfed3ca0fcbac38969bae65	392486	released
817066cf-b839-48c6-8178-d0c66c59ff7c	26826ae0-80d7-4b50-b77a-ede61d30dae7.rna_seq.star_gene_counts.tsv.gz	3511243eda6bd09b6712d08c2b0239b9	377183	released
da52df13-6985-412c-8711-374415dce883	f628c038-9827-4fe7-a7f0-b32f7c823bff.rna_seq.star_gene_counts.tsv.gz	4c6200befc45d1ff34b6ae63fa46a6a1	391972	released
e276c26b-4022-499d-811a-cdb3ff56573a	cffcbc15-2618-4c28-8e67-e18f65c2ed07.rna_seq.star_gene_counts.tsv.gz	e1942ebd8582ac14ebfcdb19f2204ccb	400080	released
3fc96eb7-5d4e-447e-a5b0-c0933bce987f	c317fca9-7010-4608-bf0d-66992530108b.htseq_counts.txt.gz	97698a40e84db114d615a0cace9a73b9	245650	released
037596c3-8422-497f-9a3b-fd2444cb1fe5	ee8ba34c-dc44-4c54-bb9f-e2842a1ec70f.FPKM-UQ.txt.gz	9c7bba88d964b24a6930e57944b15f0e	413749	released
34e65825-d967-4b10-8c95-e37e62a379e4	10c787b9-61d3-4ace-bb7b-091b74c2846d.htseq_counts.txt.gz	325eea9874976844c337f77febb0c0be	249709	released
7285c4a5-3b91-4eec-be22-e3a9147c9d6a	210a3512-91f9-4699-abf0-48f3521ba9bb.FPKM.txt.gz	c2da1e33a64a6ac4123c56e3a1bc1338	324792	released
d8bcac7b-bf93-429b-8e94-d8ba865baab7	715b99e2-18e3-43e2-b8a5-deddfdf68afb.FPKM-UQ.txt.gz	363317bbc4d40f2cb91af8b0404c1766	416074	released
8e24632f-f896-4783-a833-52f1d1cc60ec	28c2a7c3-4509-4b31-ba00-eadb9ce77c8a.FPKM-UQ.txt.gz	7985a7e2992eb915c0d13fd1aa455b60	404695	released
7c85e937-a472-42c9-995e-626773d6d926	96a24c40-571c-4d2d-b622-df7bfae76155.rna_seq.star_gene_counts.tsv.gz	3a763a9949d39f99552fd148d9ce6011	391434	released
ea1a3ef3-7b56-4e2c-856a-cfd8816017e8	18d61331-6d99-4be3-b15b-65791b6e86d6.FPKM.txt.gz	4b4bfb0bbd87825633eba3438d0eacb6	314144	released
b06251f2-be4a-4b01-8b76-5d6fef6a9aa0	b3d6ddfa-3290-4c2b-82aa-718831cf9f8b.htseq_counts.txt.gz	ae9fc2cbe6b135b893d294eb78e7afc1	246511	released
9d41a686-1513-4045-a7dc-59e29fa95d4e	d89a4ba2-4ba8-4cd7-b878-b3262246a721.htseq_counts.txt.gz	93fb7cf4cc8bac8b032709fa21fabfbc	241575	released
6410ec82-ff32-4664-8098-c94d8933f981	f6552ebe-d108-40a2-8d3d-33d321dc3dcd.rna_seq.star_gene_counts.tsv.gz	efd81e0cdbd8650c0eba20f439efa9cf	391987	released
0d842880-0501-4302-b119-ac60832b7a15	303e0e7f-0063-468f-b9f3-cbcb0ad00107.rna_seq.star_gene_counts.tsv.gz	247b0b384ad9fc1254546feae7b30409	411136	released
95a027f9-4bb1-48a6-b689-c494d32e8a2a	326145e9-3d96-44f5-8565-062fa4c63f0f.FPKM-UQ.txt.gz	38f6dd7101e6971f2e6cb59e742ed303	404037	released
df02a770-b15a-4f32-9a8c-9663a1b993e7	be9ad977-9ac6-473e-86e8-ca5a7ca5ec91.FPKM-UQ.txt.gz	d3bcb107bfe022d85d5bd883afc2d39e	398179	released
799f74b6-eade-4944-b562-ca75fb250645	dabb989d-6a1b-4461-b8d9-59cd3f72ea67.FPKM.txt.gz	e3b1a865b935806a8b6ac26afc5c8ff7	325046	released
01096cf5-3181-4a43-90cc-6056159d4316	7211cb00-d42c-4543-a446-9ad7b6ba7d1f.FPKM.txt.gz	cad57db3037415a1eaf1029e180b340e	329669	released
0551b997-8968-4d2c-b2e5-66360ff01348	4deb2bac-81f6-4f4b-b4cc-5d986884b787.FPKM-UQ.txt.gz	e0b5a7a5704214a199763f04fb0c183e	408942	released
43f76224-7eae-40b5-b5a2-d9221594cd05	edfaafc6-bb9a-41f4-8a95-8178a7b1fede.FPKM-UQ.txt.gz	b7b49c4012bd3e6e08af51c3292f137e	399950	released
5aa3293d-391d-4f5f-a92a-ca23c9d4c2d2	2cb938f6-0cf3-4230-8031-8bda3904055f.FPKM.txt.gz	c6dc0c9ca441054151245c804832a3c4	295205	released
1fb51aed-0db0-4381-9606-5f98642398ed	28aaeee9-6d62-4d67-ac44-299eebf7f694.htseq_counts.txt.gz	7037c67b52c0234f85e8380da5ea219a	246471	released
629ba87b-4b22-4a09-958e-461aad4d30cb	697e48e6-eb6c-464c-93dc-8b928256c4bc.FPKM-UQ.txt.gz	de8ed374bae662549ccc9817603e1fb8	426352	released
40f177a4-480c-4fb8-ab6b-622ce28b8361	2f918b94-5aeb-4180-908e-c4f28e774226.FPKM.txt.gz	08f1d0320b4d687179194e40ab790cb0	306299	released
96eff417-6fc1-4217-a53b-f4fbf7a5c0f0	5a3835e7-d277-4d37-a262-7321a9027d31.FPKM-UQ.txt.gz	b81ae586914ce34dcfaed7d8b4b03fed	427748	released
50e1a7bb-3acf-4147-b3fd-95a7fd7905d5	3681d962-3215-459c-8b1b-71410a533f47.htseq_counts.txt.gz	16e6b4baa845ce8ebcad5f99518cd7fc	245928	released
b60c5efe-66d1-4371-ab51-bd78a1212c33	a0c5a6f2-5f36-4ea5-a6f3-66ec53dc026d.rna_seq.star_gene_counts.tsv.gz	7358fff3d7b8da5ea37b059d93342551	385595	released
dc506028-ad45-43d0-9252-c4f23db788df	b02af2e0-47fa-40d6-8047-3d754d44a684.htseq_counts.txt.gz	0798975fdd954079e8301f427cd83ebc	254882	released
2a8c29c7-07a5-4709-8aa0-e1f9ba40219e	919f3348-a325-4754-abf5-a176eeef763b.rna_seq.star_gene_counts.tsv.gz	fcc9f911fb24651ae99d6eeb8dade86f	406779	released
8fc79a88-18cc-4aac-ad50-84e45545243f	d835e7c2-b4a9-48ba-9bfc-9ca4c188bdeb.rna_seq.star_gene_counts.tsv.gz	477ae3d6355c6a36a0a795b4e3bf1b20	386806	released
e9e52a86-7d70-4eab-aa69-0e9814d5ffb5	93cc8d8c-6731-4f3b-9eed-8e178b80f905.FPKM-UQ.txt.gz	767fff8c63bf2f2d07f15f14884dd281	417635	released
4c4d99fc-df8c-4dc9-b314-6e4bdc20beb9	a1e55b8a-fc2a-4d11-bddf-40fc299848b5.htseq_counts.txt.gz	9e1ce9eba6742f783c837e4bf823abe2	248933	released
4941b57f-9bfc-4269-b616-7bc23e2b5331	0742ad1f-dbb1-459f-a843-34659a8e9684.htseq_counts.txt.gz	23daf705b43ab5dda641360167e3549f	257470	released
d70a9ab2-71a1-4da9-a897-7582ca64ab19	4976a7d2-a550-4fc5-8905-e175f41cffcf.htseq_counts.txt.gz	2bdbbe1c0d9b1615107fafd3a40ab3a1	246667	released
6941cadb-1abd-4510-bc4e-fc30d6657558	84643d78-b584-4f43-bf03-868fe3f701af.FPKM.txt.gz	4eff965d0cb10388b66d37004228380c	329998	released
62a206f9-e180-4a0c-8d4f-78a8ab943175	9053838d-6bba-4ea3-9682-efec7631ac05.FPKM-UQ.txt.gz	2c6ec32e679b769d679767a2805b9078	367231	released
8fa0482f-afc6-4db6-9bde-e082e137e67e	c194b2ec-3e3d-4734-acbc-61a810ed5a77.rna_seq.star_gene_counts.tsv.gz	51b92280ecbc5be25e5ff2b35c80f37f	395172	released
1da4bd06-898f-4e8f-8e13-dadd78217d91	a06e3b37-438c-405b-8f0a-fd0cc4fb0976.htseq_counts.txt.gz	f118eb63ff62a9e9b3df52f511399eca	254619	released
58d52139-31c2-4464-b87b-3e86e1edc9f6	e6c85ea6-de74-4b80-8a91-8fe910efa90c.rna_seq.star_gene_counts.tsv.gz	b49a5f5cd2718c4cf71a6dd5ae5f50e4	395594	released
a0b105e3-81f8-4b37-8548-844e213b9ae2	4dc2910a-e54a-49c9-990e-f9a582b8c2b4.FPKM.txt.gz	484da65f3aa311c5171b1d2c8730128e	312062	released
8d90d3dd-2767-446a-96b6-2fde31fe816d	cb5df7f9-e710-4fa4-94e6-f82d65d3ef18.FPKM.txt.gz	e030736a6bced1ca561c2f6c67878d80	310426	released
8b99ca9f-9e30-4ad9-8dbb-26d4057ff358	15412685-a45d-4908-8e94-f09730e7214f.htseq_counts.txt.gz	31850e9ff6c63152c0a9b58b30c323ef	240942	released
3669c819-b1d1-407d-8954-a86087a19560	16a86b50-8656-4331-a2ec-d39e80ea0eac.htseq_counts.txt.gz	3411a219ea2e4fcc77aa8def808d1619	253646	released
a74db1c7-9bd9-4d58-9f03-cb3544e2562d	46d2751b-4a44-4c75-bf2a-2c2366fbd017.rna_seq.star_gene_counts.tsv.gz	6b9d6e44c9d38e0aa9bab2cf9fbb8c4a	411687	released
933d96a9-144d-441e-b75c-f3e78fbe2b45	7a970850-52e3-4fbf-9d0c-35aa6de05f0a.rna_seq.star_gene_counts.tsv.gz	0a109e25cb42501db1b485d3fb48a63f	384928	released
b219ff6b-28c6-406e-a52e-b26a2c39dace	aede5f0d-c5f5-4be3-a666-16722d22b0fc.rna_seq.star_gene_counts.tsv.gz	f7df8660e2f52af066a022f5448d451e	390445	released
39d8d8d3-143a-485b-8eba-3f343180b55e	501dc6f9-9d0b-491b-bf60-72560f1c418d.rna_seq.star_gene_counts.tsv.gz	0e4b4f381b63557f648bdd90147f6d1b	374907	released
3acad251-278a-4de3-8837-10d9c05ea9f0	f7e40660-8659-4272-be3a-70f6259288a4.htseq_counts.txt.gz	59866c2161fda5b7ca01bcb83a6a51a2	245078	released
55251dc7-b428-4e24-a1ed-e38a0812eb43	42ee5e0b-cf51-492d-89a1-5dc89e169571.FPKM-UQ.txt.gz	1b612d105b6ba23b97f8f35acc5e8024	420148	released
7f7c917a-26ae-4ff0-bba1-6dbb3eabc9ae	844b4f1e-11d1-4ffc-948c-b2cddeee54a3.rna_seq.star_gene_counts.tsv.gz	924f9dc3ebc44d727164aecd53710987	421368	released
d463f1eb-84fa-40a2-be63-9b8baec875f3	7a91b0bc-b564-45c7-844f-e366951fe8f3.FPKM-UQ.txt.gz	c685b646c4b9d5e2880cf90efe3e850e	409300	released
5e77eb08-5bb4-4a42-8d1f-f5473402908b	b48449be-c787-41ae-a148-697b38571358.htseq_counts.txt.gz	0609c3e9d8bf88b809bf0347b32ceffc	243821	released
3f627e40-a20c-45dc-ab59-24e1a23cc274	9570969b-e836-4838-ae53-d1073eec418c.FPKM-UQ.txt.gz	ebe2abff70034593a3a859831baf0d2a	394229	released
